userId,movieId,tag,timestamp,title,genres
18,4141,Mark Waters,2009-04-24 18:19:40,Head Over Heels (2001),Comedy|Romance
65,208,dark hero,2013-05-10 01:41:18,Waterworld (1995),Action|Adventure|Sci-Fi
65,353,dark hero,2013-05-10 01:41:19,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
65,521,noir thriller,2013-05-10 01:39:43,Romeo Is Bleeding (1993),Crime|Thriller
65,592,dark hero,2013-05-10 01:41:18,Batman (1989),Action|Crime|Thriller
65,668,bollywood,2013-05-10 01:37:56,Song of the Little Road (Pather Panchali) (1955),Drama
65,898,screwball comedy,2013-05-10 01:42:40,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
65,1248,noir thriller,2013-05-10 01:39:43,Touch of Evil (1958),Crime|Film-Noir|Thriller
65,1391,mars,2013-05-10 01:40:55,Mars Attacks! (1996),Action|Comedy|Sci-Fi
65,1617,neo-noir,2013-05-10 01:43:37,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
65,1694,jesus,2013-05-10 01:38:45,"Apostle, The (1997)",Drama
65,1783,noir thriller,2013-05-10 01:39:43,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller
65,2022,jesus,2013-05-10 01:38:45,"Last Temptation of Christ, The (1988)",Drama
65,2193,dragon,2013-05-10 02:01:54,Willow (1988),Action|Adventure|Fantasy
65,2353,conspiracy theory,2013-05-10 02:01:06,Enemy of the State (1998),Action|Thriller
65,2662,mars,2013-05-10 01:40:55,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
65,2726,noir thriller,2013-05-10 01:39:43,"Killing, The (1956)",Crime|Film-Noir
65,2840,jesus,2013-05-10 01:38:45,Stigmata (1999),Drama|Thriller
65,3052,jesus,2013-05-10 01:38:46,Dogma (1999),Adventure|Comedy|Fantasy
65,5135,bollywood,2013-05-10 01:37:56,Monsoon Wedding (2001),Comedy|Romance
65,6539,treasure,2013-05-10 01:39:09,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
65,6874,dark hero,2013-05-10 01:41:19,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
65,7013,noir thriller,2013-05-10 01:39:43,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller
65,7318,jesus,2013-05-10 01:38:45,"Passion of the Christ, The (2004)",Drama
65,8529,stranded,2013-05-10 01:40:12,"Terminal, The (2004)",Comedy|Drama|Romance
65,8622,conspiracy theory,2013-05-10 02:01:06,Fahrenheit 9/11 (2004),Documentary
121,778,dark comedy,2011-03-23 04:00:46,Trainspotting (1996),Comedy|Crime|Drama
121,778,drugs,2011-03-23 04:00:44,Trainspotting (1996),Comedy|Crime|Drama
121,778,Nudity (Full Frontal - Notable),2011-03-23 04:00:39,Trainspotting (1996),Comedy|Crime|Drama
121,778,Nudity (Full Frontal),2011-03-23 04:00:41,Trainspotting (1996),Comedy|Crime|Drama
121,1288,Christopher Guest,2011-04-01 06:49:19,This Is Spinal Tap (1984),Comedy
121,1288,comedy,2011-04-01 06:48:26,This Is Spinal Tap (1984),Comedy
121,1288,music business,2011-04-01 06:48:43,This Is Spinal Tap (1984),Comedy
121,1288,rock and roll,2011-04-01 06:48:15,This Is Spinal Tap (1984),Comedy
121,1288,satire,2011-04-01 06:48:17,This Is Spinal Tap (1984),Comedy
121,1288,witty,2011-04-01 06:48:20,This Is Spinal Tap (1984),Comedy
121,2706,Nudity (Topless - Notable),2011-03-22 04:21:21,American Pie (1999),Comedy|Romance
121,2706,Nudity (Topless),2011-03-22 04:21:24,American Pie (1999),Comedy|Romance
121,2706,sexuality,2011-03-22 04:21:32,American Pie (1999),Comedy|Romance
121,2706,teen comedy,2011-03-22 04:21:28,American Pie (1999),Comedy|Romance
121,4718,Nudity (Topless),2011-03-22 04:21:54,American Pie 2 (2001),Comedy
121,4718,sexuality,2011-03-22 04:21:56,American Pie 2 (2001),Comedy
121,5283,College Humor,2011-03-22 04:22:48,National Lampoon's Van Wilder (2002),Comedy
121,5283,Nudity (Topless),2011-03-22 04:22:37,National Lampoon's Van Wilder (2002),Comedy
121,5283,R,2011-03-22 04:22:39,National Lampoon's Van Wilder (2002),Comedy
121,5283,Ryan Reynolds,2011-03-22 04:22:35,National Lampoon's Van Wilder (2002),Comedy
121,5283,Teen movie,2011-03-22 04:22:43,National Lampoon's Van Wilder (2002),Comedy
121,6188,college,2011-03-22 04:23:40,Old School (2003),Comedy
121,6188,Nudity (Topless),2011-03-22 04:23:19,Old School (2003),Comedy
121,6188,Seann William Scott,2011-03-22 04:23:35,Old School (2003),Comedy
121,6188,Vince Vaughn,2011-03-22 04:23:26,Old School (2003),Comedy
121,6188,Will Ferrell,2011-03-22 04:23:21,Old School (2003),Comedy
121,8641,Funniest Movies,2011-03-22 04:24:46,Anchorman: The Legend of Ron Burgundy (2004),Comedy
121,8641,hilarious,2011-03-22 04:24:37,Anchorman: The Legend of Ron Burgundy (2004),Comedy
121,8641,One of the worst movies of all time,2011-03-22 04:24:41,Anchorman: The Legend of Ron Burgundy (2004),Comedy
121,8641,seen more than once,2011-03-22 04:24:34,Anchorman: The Legend of Ron Burgundy (2004),Comedy
121,8641,Steve Carell,2011-03-22 04:24:27,Anchorman: The Legend of Ron Burgundy (2004),Comedy
121,8641,Vince Vaughn,2011-03-22 04:24:25,Anchorman: The Legend of Ron Burgundy (2004),Comedy
121,8641,Will Ferrell,2011-03-22 04:24:29,Anchorman: The Legend of Ron Burgundy (2004),Comedy
129,104,Adam Sandler,2011-02-08 05:57:48,Happy Gilmore (1996),Comedy
129,104,golf,2011-02-08 05:57:52,Happy Gilmore (1996),Comedy
129,104,sports,2011-02-08 05:57:50,Happy Gilmore (1996),Comedy
129,1359,Arnold Schwarzenegger,2011-01-08 20:28:08,Jingle All the Way (1996),Children|Comedy
129,1359,christmas movie,2011-01-08 20:28:12,Jingle All the Way (1996),Children|Comedy
129,1359,Xmas theme(?),2011-01-08 20:28:20,Jingle All the Way (1996),Children|Comedy
129,2335,Adam Sandler,2011-02-08 05:57:26,"Waterboy, The (1998)",Comedy
129,2335,American football,2011-02-08 05:57:28,"Waterboy, The (1998)",Comedy
129,2335,football,2011-02-08 05:57:39,"Waterboy, The (1998)",Comedy
129,2335,sport:American football,2011-02-08 05:57:34,"Waterboy, The (1998)",Comedy
129,2706,high school,2011-03-06 23:14:38,American Pie (1999),Comedy|Romance
129,2706,Nudity (Topless - Notable),2011-03-06 23:14:59,American Pie (1999),Comedy|Romance
129,2706,Nudity (Topless),2011-03-06 23:15:01,American Pie (1999),Comedy|Romance
129,2706,sexuality,2011-03-06 23:14:49,American Pie (1999),Comedy|Romance
129,2706,teen comedy,2011-03-06 23:15:05,American Pie (1999),Comedy|Romance
129,2706,Teen movie,2011-03-06 23:15:18,American Pie (1999),Comedy|Romance
129,2706,virginity,2011-03-06 23:14:44,American Pie (1999),Comedy|Romance
129,3556,great ending,2011-03-14 03:17:53,"Virgin Suicides, The (1999)",Drama|Romance
129,3556,high school,2011-03-14 03:17:43,"Virgin Suicides, The (1999)",Drama|Romance
129,3556,lyrical,2011-03-14 03:18:05,"Virgin Suicides, The (1999)",Drama|Romance
129,3556,melancholy,2011-03-14 03:17:57,"Virgin Suicides, The (1999)",Drama|Romance
129,3556,psychology,2011-03-14 03:17:44,"Virgin Suicides, The (1999)",Drama|Romance
129,3556,reflective,2011-03-14 03:18:02,"Virgin Suicides, The (1999)",Drama|Romance
129,3556,suburbia,2011-03-14 03:17:59,"Virgin Suicides, The (1999)",Drama|Romance
129,3556,suicide,2011-03-14 03:17:48,"Virgin Suicides, The (1999)",Drama|Romance
129,3556,visually appealing,2011-03-14 03:17:58,"Virgin Suicides, The (1999)",Drama|Romance
129,4247,David Spade,2011-02-08 05:56:14,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
129,4247,fuck you it's funny,2011-02-08 05:56:17,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
129,4247,movie to see,2011-02-08 05:56:18,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
129,4732,stupid :),2011-02-08 05:56:32,Bubble Boy (2001),Comedy
129,4878,alternate timeline,2011-04-04 03:10:44,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
129,4878,cult classic,2011-04-04 03:10:48,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
129,4878,cult film,2011-04-04 03:10:49,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
129,4878,high school,2011-04-04 03:10:53,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
129,4878,mental illness,2011-04-04 03:10:46,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
129,4878,music,2011-04-04 03:11:13,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
129,4878,psychology,2011-04-04 03:10:45,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
129,4878,sci-fi,2011-04-04 03:11:10,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
129,4878,surreal,2011-04-04 03:11:06,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
129,4878,thought-provoking,2011-04-04 03:10:54,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
129,4878,time travel,2011-04-04 03:10:59,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
129,5449,Adam Sandler,2011-02-08 05:57:09,Mr. Deeds (2002),Comedy|Romance
129,5449,Al Sharpton,2011-02-08 05:57:03,Mr. Deeds (2002),Comedy|Romance
129,5449,Winona Ryder,2011-02-08 05:57:06,Mr. Deeds (2002),Comedy|Romance
129,8528,Ben Stiller,2011-02-08 05:58:13,Dodgeball: A True Underdog Story (2004),Comedy
129,8528,comedy,2011-02-08 05:58:22,Dodgeball: A True Underdog Story (2004),Comedy
129,8528,funny,2011-02-08 05:58:23,Dodgeball: A True Underdog Story (2004),Comedy
129,8528,Funny as hell,2011-02-08 05:58:25,Dodgeball: A True Underdog Story (2004),Comedy
129,8528,Idiotic,2011-02-08 05:58:19,Dodgeball: A True Underdog Story (2004),Comedy
129,8528,seen more than once,2011-02-08 05:58:26,Dodgeball: A True Underdog Story (2004),Comedy
129,8528,sports,2011-02-08 05:58:27,Dodgeball: A True Underdog Story (2004),Comedy
129,8528,Vince Vaughn,2011-02-08 05:58:15,Dodgeball: A True Underdog Story (2004),Comedy
129,8528,wasted potential,2011-02-08 05:58:31,Dodgeball: A True Underdog Story (2004),Comedy
129,8641,Ben Stiller,2011-02-08 05:55:22,Anchorman: The Legend of Ron Burgundy (2004),Comedy
129,8641,Judd Apatow movie,2011-02-08 05:55:13,Anchorman: The Legend of Ron Burgundy (2004),Comedy
129,8641,Paul Rudd,2011-02-08 05:55:17,Anchorman: The Legend of Ron Burgundy (2004),Comedy
129,8641,Seth Rogen,2011-02-08 05:55:26,Anchorman: The Legend of Ron Burgundy (2004),Comedy
129,8641,Steve Carell,2011-02-08 05:55:16,Anchorman: The Legend of Ron Burgundy (2004),Comedy
129,8641,Steve Carrell,2011-02-08 05:55:15,Anchorman: The Legend of Ron Burgundy (2004),Comedy
133,4973,beautifully filmed,2014-04-11 18:30:40,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
133,4973,quirky,2014-04-11 18:30:36,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
133,4973,romance,2014-04-11 18:30:34,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
133,4973,stylized,2014-04-11 18:30:06,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
133,4973,visually appealing,2014-04-11 18:30:31,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
133,4973,whimsical,2014-04-11 18:30:24,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
133,7158,culture clash,2014-04-13 05:32:39,House of Sand and Fog (2003),Drama
133,7158,heartbreaking,2014-04-13 05:32:43,House of Sand and Fog (2003),Drama
133,7158,intense,2014-04-13 05:32:56,House of Sand and Fog (2003),Drama
133,7158,sad but good,2014-04-13 05:33:00,House of Sand and Fog (2003),Drama
190,1270,Steven Spielberg,2012-02-12 19:29:39,Back to the Future (1985),Adventure|Comedy|Sci-Fi
190,1270,time travel,2012-02-12 19:29:41,Back to the Future (1985),Adventure|Comedy|Sci-Fi
190,2011,sci-fi,2012-02-12 19:29:36,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
190,2011,time travel,2012-02-12 19:29:33,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
190,2012,time travel,2012-02-12 19:29:30,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
205,1966,manhattan,2008-01-31 09:23:27,Metropolitan (1990),Comedy
205,1966,upper class,2008-01-31 09:23:27,Metropolitan (1990),Comedy
208,72,whit stillman meets Diner,2006-02-05 03:35:02,Kicking and Screaming (1995),Comedy|Drama
208,8645,actress too old,2006-02-12 16:28:24,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama
208,8645,too upper class,2006-02-12 16:28:24,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama
279,916,Audrey Hepburn,2012-02-23 02:01:01,Roman Holiday (1953),Comedy|Drama|Romance
279,916,black and white,2012-02-23 02:01:40,Roman Holiday (1953),Comedy|Drama|Romance
279,916,classic,2012-02-23 02:01:07,Roman Holiday (1953),Comedy|Drama|Romance
279,916,Gregory Peck,2012-02-23 02:00:59,Roman Holiday (1953),Comedy|Drama|Romance
279,916,imdb top 250,2012-02-23 02:01:18,Roman Holiday (1953),Comedy|Drama|Romance
279,916,Italy,2012-02-23 02:01:21,Roman Holiday (1953),Comedy|Drama|Romance
279,916,love story,2012-02-23 02:01:09,Roman Holiday (1953),Comedy|Drama|Romance
279,916,National Film Registry,2012-02-23 02:01:26,Roman Holiday (1953),Comedy|Drama|Romance
279,916,need to own,2012-02-23 02:01:11,Roman Holiday (1953),Comedy|Drama|Romance
279,916,romantic comedy,2012-02-23 02:01:16,Roman Holiday (1953),Comedy|Drama|Romance
279,916,Rome,2012-02-23 02:01:30,Roman Holiday (1953),Comedy|Drama|Romance
279,916,royalty,2012-02-23 02:01:14,Roman Holiday (1953),Comedy|Drama|Romance
279,916,slapstick,2012-02-23 02:01:35,Roman Holiday (1953),Comedy|Drama|Romance
279,916,zest for life,2012-02-23 02:01:37,Roman Holiday (1953),Comedy|Drama|Romance
279,4246,based on a book,2012-02-23 01:52:03,Bridget Jones's Diary (2001),Comedy|Drama|Romance
279,4246,British,2012-02-23 01:52:01,Bridget Jones's Diary (2001),Comedy|Drama|Romance
279,4246,Hugh Grant,2012-02-23 01:51:46,Bridget Jones's Diary (2001),Comedy|Drama|Romance
279,4246,Jane Austen,2012-02-23 01:51:51,Bridget Jones's Diary (2001),Comedy|Drama|Romance
279,4246,romantic comedy,2012-02-23 01:51:57,Bridget Jones's Diary (2001),Comedy|Drama|Romance
279,8533,chick flick,2011-05-06 06:00:51,"Notebook, The (2004)",Drama|Romance
279,8533,sentimental,2011-05-06 06:01:03,"Notebook, The (2004)",Drama|Romance
318,260,1970s,2015-02-20 22:42:49,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
318,260,fantasy,2015-02-20 22:42:49,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
318,260,sci-fi,2015-02-20 22:42:49,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
320,1197,must show,2006-04-25 11:33:21,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
320,1396,must show,2006-04-25 11:33:30,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
320,2011,must show,2006-04-25 11:34:18,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
320,2012,must show,2006-04-25 11:35:15,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
320,2502,must show,2006-04-25 11:33:18,Office Space (1999),Comedy|Crime
320,2762,twist,2006-04-25 11:33:52,"Sixth Sense, The (1999)",Drama|Horror|Mystery
320,2959,twist,2006-04-25 11:30:58,Fight Club (1999),Action|Crime|Drama|Thriller
320,3996,overrated,2006-04-25 11:32:28,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
320,6016,violent,2006-04-25 11:31:10,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
320,7438,violent,2006-04-25 11:32:44,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
342,32,post-apocalyptic,2012-01-25 18:02:10,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
342,32,psychology,2012-01-25 18:02:15,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
342,32,time travel,2012-01-25 18:02:06,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
342,50,organized crime,2012-01-31 16:58:31,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
342,50,twist ending,2012-01-31 16:58:22,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
342,50,twists & turns,2012-01-31 16:58:48,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
342,318,friendship,2012-09-01 22:59:19,"Shawshank Redemption, The (1994)",Crime|Drama
342,318,masterplan,2015-02-08 19:48:18,"Shawshank Redemption, The (1994)",Crime|Drama
342,318,Morgan Freeman,2012-09-01 22:59:15,"Shawshank Redemption, The (1994)",Crime|Drama
342,318,prison escape,2015-02-08 19:48:18,"Shawshank Redemption, The (1994)",Crime|Drama
342,318,redemption,2015-02-08 19:48:18,"Shawshank Redemption, The (1994)",Crime|Drama
342,318,revenge,2012-09-01 22:59:27,"Shawshank Redemption, The (1994)",Crime|Drama
342,356,bittersweet,2012-09-01 23:00:28,Forrest Gump (1994),Comedy|Drama|Romance|War
342,356,classic,2012-09-01 23:00:34,Forrest Gump (1994),Comedy|Drama|Romance|War
342,356,vietnam war,2012-09-01 23:00:44,Forrest Gump (1994),Comedy|Drama|Romance|War
342,608,crime gone awry,2012-01-25 17:47:41,Fargo (1996),Comedy|Crime|Drama|Thriller
342,750,black comedy,2013-03-17 23:02:19,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
342,750,British,2013-03-17 23:02:09,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
342,750,cold war,2013-03-17 23:02:23,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
342,750,comedy,2013-03-17 23:02:25,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
342,750,Peter Sellers,2013-03-17 23:02:04,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
342,750,satire,2013-03-17 23:02:13,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
342,750,satirical,2013-03-17 23:02:12,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
342,750,Stanley Kubrick,2013-03-17 23:01:53,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
342,1079,British,2012-09-08 17:08:10,"Fish Called Wanda, A (1988)",Comedy|Crime
342,1079,John Cleese,2012-09-08 17:07:59,"Fish Called Wanda, A (1988)",Comedy|Crime
342,1079,quirky,2012-09-08 17:07:48,"Fish Called Wanda, A (1988)",Comedy|Crime
342,1136,Monty Python,2012-01-31 16:55:38,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
342,1136,parody,2012-01-31 16:55:32,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
342,1136,satire,2012-01-31 16:55:50,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
342,1175,atmospheric,2012-09-01 22:49:29,Delicatessen (1991),Comedy|Drama|Romance
342,1175,post-apocalyptic,2012-09-01 22:49:27,Delicatessen (1991),Comedy|Drama|Romance
342,1175,surreal,2012-09-01 22:49:23,Delicatessen (1991),Comedy|Drama|Romance
342,1193,psychological,2012-01-31 16:56:04,One Flew Over the Cuckoo's Nest (1975),Drama
342,1193,psychology,2012-01-31 16:56:07,One Flew Over the Cuckoo's Nest (1975),Drama
342,1201,Clint Eastwood,2013-03-17 18:41:01,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
342,1201,Ennio Morricone,2013-03-17 18:41:04,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
342,1201,Italian,2013-03-17 18:41:18,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
342,1201,music,2013-03-17 18:41:21,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
342,1201,Sergio Leone,2013-03-17 18:41:09,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
342,1252,mystery,2012-01-31 16:57:33,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
342,1252,twists & turns,2012-01-31 16:57:33,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
342,1625,Michael Douglas,2012-03-05 16:55:52,"Game, The (1997)",Drama|Mystery|Thriller
342,1625,Mystery,2012-03-05 16:55:55,"Game, The (1997)",Drama|Mystery|Thriller
342,1625,plot twist,2012-03-05 16:56:24,"Game, The (1997)",Drama|Mystery|Thriller
342,1625,psychological,2012-03-05 16:55:59,"Game, The (1997)",Drama|Mystery|Thriller
342,1625,Sean Penn,2012-03-05 16:56:40,"Game, The (1997)",Drama|Mystery|Thriller
342,1625,twist ending,2012-03-05 16:56:30,"Game, The (1997)",Drama|Mystery|Thriller
